,Evalaution Turn,iterations,success,fitness,position
186,187,148,1,10.0,[ 8.97923239e-11  1.31962532e-09 -1.74863321e+05]
187,188,149,1,10.0,[ 2.09933993e-09 -1.17135069e-09 -1.13762792e+01]
188,189,156,1,10.0,[-2.49942289e-09 -3.30573546e-10  3.64608512e+02]
189,190,155,1,10.0,[1.81380659e-09 4.02824602e-11 2.16506762e+03]
190,191,151,1,10.0,[-1.26595596e-09  1.01425235e-09  2.74516352e+01]
191,192,140,1,10.0,[ 3.12381208e-09  2.87491579e-10 -1.11987475e+03]
192,193,149,1,10.0,[ 5.65397442e-10  1.51778725e-09 -1.47367673e+05]
193,194,147,1,10.0,[-3.81908304e-10  8.38372713e-10  8.53093956e-01]
194,195,143,1,10.0,[ 2.82700625e-09 -1.44422255e-10 -1.63733884e+03]
195,196,145,1,10.0,[-3.39151158e-09  4.32754911e-10  2.72830939e+03]
196,197,170,1,10.0,[ 3.66090104e-11 -1.22478460e-09  2.55478310e+01]
197,198,151,1,10.0,[ 2.73020291e-10 -8.69637806e-10 -2.19028931e+02]
198,199,144,1,10.0,[ 2.93807004e-09 -7.96788734e-10  5.86942827e+04]
